message,classification
palavras de um líder religioso... que prega os valores cristãos.... ?!?! ,0
minha vontade agora é tacar essa merda desse computador lá na puta que pariu,0
processo nesses nojentos! #somostodosdamares,1
ai gente meu preto pqp q homem lindo do crlh,1
tem gente que tem 0 noção do ridículo né,0
que?? — eu respondi o cu errado https://t.co/tk68hx9osj,1
@user acusando do que eles são.. a ditadura pelo voto viria via foro de sp e urnas eletrônicas! esse fdp tem que voltar para o sarcófago.,1
caraca ninguém é mais maltratada fo que eu pqp,1
se tivesse ganhado uma branca seria contra né cara de pau.,1
"ele podia perder a voz, né? afff..",1
esse aí e carioca kkkkk,1
rt @user filha da puta.. https://t.co/lkagf110af,1
@user @user é isso que os brasileiros de bem querem? https://t.co/bnmloisdxw,0
tô amassando esse baião de dois com os amigos que eu gosto,0
que issoooooooo ,0
cadê o mp de são paulo para tirar do ar uma loucura dessas?,1
"@user porra e eu q comprei uns bgl do aliexpress e ganhei um croped deles, usei pela estampa mas sem saber... ai todo mundo, nossa vc gosta de bts e eu  fiquei q diabo é isso....",1
meu sonho caralho,1
deixei de assistir essa burralda há muitos meses !!,1
esses cristãos me dão nojo,1
"rt @user uma vez eu vi uma garota falar que não achava o kyung sexy, mano??? eu vejo essa fancam e meu pau bate na testa https://t…",1
ai pqp,0
escroto pra caralhooooooo,1
"@user pergunte se a mídia lixo está preocupada com isso.

o papo deles é exaltar a ""maior contratação da história"".

dani alves, 36 anos....",1
olha q fdp linda,1
mesa limpíssima (isso doeu na inveja) e neve lá fora. se fosse eu: que barriga oq! vamo sair passear ver neve comer e beber!  :d,0
rt @user hoje acordei me sentindo a própria caçamba de lixo,0
"rt @user é hoje que o pau quebra rs, os ingressos só vão até às 14h, porém no sítio!!! (local da festa) #vemdesainha https://t.co/x3…",0
"mentirosa, manipuladora, a serviço da desinformação e manipulação. onde essa rede lixo, e seus lixos de locutores e apresentadores quer chegar? já não chega o que a família proprietária vem ganhando desde o regime militar, sempre puxando o saco daquele governo por 21 anos?",1
"@user o cara s贸 v锚 filme chato realista de cannes, e vem encrencar com fic莽茫o. puta gente chata.",0
@user @user olha isssooo,0
@user tu me ilude mais que ela vsf kkk,1
"@user oxe, se não enfrentarmos e encararmos a vida como de fato ela é viveremos com medo. se apegar sim, depender dessa pessoa para tudo não!!!!",0
@user nossa q ridículo se eu tivesse lá teria dado logo um soco na cara,1
"as vezes tenho vontade de ir la na casa dele e arrastar a cara dele no asfalto e falar ""vai se fuder irmão vc não é feliz pq nao quer"" e sair depois voltar e dar uns beijo nele pq amo ele ",1
"@user a unica opinião insignificante é a tua que não passa de uma retardada que acha que vai influenciar alguma coisa nas leis governamentais e constituição, a democracia não quer saber de terroristas em sólo brasileiro, se voce gósta de terroristas coloca o champinha na sua casa para",1
putinha do boquete ,1
voa kkkkkkkkk,0
rt @user frio perfeito pra fuder e dormir mas eu não vou fazer nenhum dos dois,1
"@user ai gabi, toma cuidado por a铆 https://t.co/saqmfphrg7",0
"@oitha_mmy não disse aqui oq vcs devem ser, eu disse oq eu quero! ou tenho que querer oq vc quer? preciso aprender a interpretar texto ",1
@user kkkkkkkkkkkkkkkkkkkkk caralho. vou roubar,0
"rt @user bixo em slz smp vai ter alguém q tu conhece e q tbm conhece outra pessoa q tu conhece e assim vai
todo mundo se conhec…",0
otavio qnd manda audio parece que ta brigando kkkkkk sotaque carioca eh foda,1
"rt @user to igual a velho, aprendendo a mexer no celular, essa porra é mt diferente kkkkkkkkk",1
meu presidente é você!!!,0
"e o dinheiro também por debaixo dos panos, esse pastoreco dizendo que financiou esse ato, tem que investigar a máquina de roupa suja que está por trás dessa manifestação.",1
"@user é aquele ditado 
piranha não sente frio nas pernas",1
@user eu tenho pena de quem fica preso no passado e acha que história é o único fator que faz um time grande. típico de gente que não conhece futebol.,0
"cala a boca, magda!
voce ficou ao lado do mussolini tropical, e contra a ciencia!
você é um idiota.
um astronauta que caiu no buraco negro do pensamento autoritario.",1
"comédia é rever postagens minions acusando a gente de mimi quando marco antônio villa, mirian leitão, reinaldo azevedo, veja, globo desciam o cacete na imagem de lula e dilma. 
era só isso mesmo que eu queria dizer.",0
"o procurador deltan da lava jato teve o celular hackeado, sofre com críticas por mensagens privadas vazadas sem seu consentimento e, agora, já se especula que o stf poderia afastá-lo das investigações. qual é a sua opinião sobre isso?

https://t.co/pki5ayr0ut",0
acho que t谩 rolando ir na inaugura莽茫o do barzinho do lado da facul hoje ..,0
merecido!!!!! o que fez pela educação enquanto ministro nos deixará com saudades de um dia nós professores termos sido valorizados.,0
minha mãe e a tia amanda falando de sexo e motel.... queria ser surda agora ,0
"@user al茅m de um idiota, esse governador 茅 criminoso, pois como governante lhe 茅 obriga莽茫o prestar seguran莽a ao presidente da rep煤blica da qual o estado dele faz parte.",1
"eu tô falando muito a palavra ""cria"" pqp",1
"duda do jb — amo conversa com ela, me faz rir demais mó palhaça essa bixa https://t.co/nkrk3kgw0p",1
"tal quil ! já tem candidato a lixo e a globolixo nem faliu direito.

aí bbc: @user é o melhor presidente que a américa já viu.",1
@user liberdade de ficar preso babaca,1
rt @user de vcs é 90% mostrando o cu crlh https://t.co/alwcv3hfjy,1
pires é fodido fds mais um,1
@user vontade de ter um pau só pra fazer isso,1
desenrola ideia roubada do ciro gomes kkkk,1
pt quadrilha unida,1
"o nome já diz campo grande, gente, é grande! kkkk são uns 4 bairros em 1 kkkkkkk tem dois guanabara. tem noção??? kkkk bglh tem vários shopping.  então não vem com essa frase: ""você mora em campo grande?? conhece fulano?""  não! não conheço caralho, isso aqui é um país!!!",1
"porra, que ódio!!!!!!!!!",0
rt @user eu fico pensando numas coisas q sei lá da vontade de bater a cabeça na parede p parar de pensar,0
"exatamente , é o que acho.",0
"rt @user - você é muito idiota
- que mentira
- então olha pra mim https://t.co/p7vymij5mb",0
"@user seu canalha a liberação lá é totalmente diferente daqui e é um país que tem fronteiras com eua !!!

não compare o incomparável e lá tbm existe cracolândia como aqui e vc acha que começa no craque né ?!?",1
@user david miranda também é negro ,1
"@user eu me pergunto se vc n茫o cansa?! eu, com seu curr铆culo, surfando na crista da onda, fazendo hist贸ria, ia buscar um pa铆s democr谩tico de verdade e s茅rio pra morar. povo q torra o saco!! afffff",0
viciado demais na música da yasmin com a marília pqp,1
"acho que já vou adiantar minha volta pra amanhã ao invés de segunda, vai tomar no cu, vou ficar sofrendo de frio é o caralho",1
"surrei a p*ta da minha irmã agora, ela descontando a raiva dela na minha irmãzinha e eu mandei ela parar, aí ela surtou e falou que ninguém entende ela e eu só falei ""então se mata logo, você é irrelevante e não vai fazer falta nenhuma"" kkkkkkkkkkkkkkkkkk",1
@user puta que pariu. como fazer diferença nesse mundo é simples e tá sempre do nosso lado.,1
"pode até ser, mas o brasil precisa disso, o brasil precisa de uma guerra, pra voltarmos as origens, sentimentos e a nos respeitar como pessoas e naçao",0
"rt @user engraçado a poc vir querer mandar que homem é lixo mas não aguenta piadinha com lâmpada 
kkk coitada mana https://t.co/j…",1
só resta responder é fico de consciência meio q tranquila....,0
"um ataque arquitetado pela própria esquerda para incriminar a direita ... um plano área criminal os adversários , imagens foram danificadas para prevenir a identidade dos militantes disfarçados de patriota",1
"faço as suas minhas palavras! concursos de beleza criam ainda mais esteriótipos que procura padronizar as mulheres. não existe “mulher mais linda do mundo”, do estado ou do país. existem pessoas, e cada um é a pessoa mais linda do mundo. beleza é estereótipo, e não um concurso.",0
"@user que porra de nome é esse, ta andandi muito com o everaldo pprt",1
rt @user @user mano eu só lembro de ti com esse vídeo @user,0
"pode falar o q quiser do lula, mas o cara sabia agradar

imprensa amava o lula
empreiteiros amavam o lula
sindicatos amavam o lula
banqueiros amavam o lula
mst e mtst amavam o lula
artistas amavam o lula
stf amava o lula

s贸 ficou de fora o povo mesmo!!",0
rt @user #mtvemabiggestfanscamila estou super ansiosa pqp,1
@user vtnc,1
acordei com um dor desgraçada,0
"lavei banheiro, limpei meu quarto, minha casa, lavei a louça, passei aspirador de pó no sofá... estou o poço do cansaço!",0
qual é a lei?,0
"@user bairro ao lado. na rua jer贸nimo da veiga com pedroso alvarenga h谩 v谩rios lugares para diferentes or莽amentos. shots, vaca v茅ia, banana caf茅, bagatelle, caf茅 de la music, santo gr茫o est茫o entres as op莽玫es no mesmo quarteir茫o.",0
carai não sei qual foto postar,1
ta ficando com aql pretinho da quadrilha? gracinha ta — ele é um pitel mesmo nurrr https://t.co/wsg5ky4kqz,1
muito legal. imperdível,0
"e um desgraçado, mais uma dia ele saí",1
"mente blindada, corpo lacrado
cada rabisco é tipo uma passagem
fé no pai segue sempre maciça
não me julgue pelas tatuagens",0
absurdo! linda fala ,0
lula é ladrão.,1
"bandido corrupto pensando dar lição de moral com sua imoralidade, verdadeira desgraça para a humanidade. acorda pequena parcela de cegos e surdos que não enxergam a realidade. segue firme nosso presidente bolsonaro.",1
racista tem mais é que se fuder mesmo,1
"bofe dá de machão e come viado.
novinha perde calcinha pra organizador de festa só pra beber cerveja ou vodka de plástico.
tinha os melhores desfiles cívicos.
todo mundo já pegou todo mundo e tá tudo bem. 
vicentina vs ibe sempre será a melhor guerra. https://t.co/qmls8z4en4",1
oh raça!,0
"crl os menor rimando cm o maluco lá, pqp ri muito kkkkkkkkkkkk",1
"carioca nn puxa o s, ele troca por x",0
o cara consegue ser chato até em hora de felicidade puta merda,0
"se eu vejo um bglh desse ele toma um banho de refrigerante, sem neurose, filho da puta respeita tua mãe",1
"kd a burguesia que tanto apoia esse bosta, rapaz esse verme só chegou para destruir o país. esse cara é uma vergonha mundial. ricos que vive de mamada sim, esses apoiam ele.",1
"@user @user @user @user só as saídas de nenê,bruno peres e jucilei banca 95% do salário do daniel alves, só juntando os 3 dava 1,3 milhões por mês",0
o sacramento é muito engraçado pqp kkkkkkkkkkkk,1
pqp heiin,1
"kd a paz, a vida boa q vcs tanto desejam pro próximo??
enfiou no cu?",1
rei arthur declara: olimpíada do rio foi comprada. é $ó va$ culhar que surgirão mai$ crime$. #stfvergonhanacional #lulachefedefacção #lulamandantedocrime #foratraidoresdobrasil,1
"@user +ministério das relações exteriores: poucas vezes eu vi alguém tão burro quanto o ernesto araujo na minha vida ""aquecimento global não existe pq eu fui à roma e senti frio"", ""vamos combater o globalismo""",1
"e o pior é que no caso desse vídeo, eu tinha uma ex q conseguia ter medo até de mosquito e ja fez cena ate pior q essa, se eu tivesse gravado seria um relacionamento fake tb, ne ? (esse vídeo a brunna e lud n eram assumidas) aiai....",0
rt @user palavras não significam porra nenhuma https://t.co/kxr5pm1rno,1
rt @user nem fala https://t.co/nenrav0mrf,0
@user bota no alto porra,1
se eu ferrar c cabelo eu pinto de castanho de novo e finjo q nd aconteceu,0
@user @user você eh idiota amor kakaksksksksksks,1
sou muito cadelinha dos taegi pqp ,0
"muito bem eduardo, nao vou perder. obrigado",0
é ótimo ser um lixo e deixar todos bravos com vc por comportamentos de autossabotagem que vc nao tem controle,0
"tá mais pra demônio, mesmo.",1
@user @user @user aperta o cinto...se for possível!,0
@user kkkkkkkkk vai se fuder que coisa perfeita,1
"@user grampola e elias, puta que pariu, n茫o acertavam uma jogada.",0
"@user na indo bolsonaro, veio muita água viva! mas elas morrem fora d'água.",0
"capiroto cansado de derrotas resolveu atacar fantasiado na pele de ""líderes religiosos"", infiltrado em igrejas frequentadas por gente de fé e do bem, em sua maioria. vejam quanta pregação de ódio, ira, maldades, luxúria e apego ao dinheiro (só falam em dinheiro!) sai da boca dessa gente. e agora temos o capeta eletrônico por meio do rádio, da tv, do twitter, do facebook, do instagram, do whatsapp, fake news! belzebu, lúcifer e leviatã são amadores perto deles!",1
juntos com elon musk!,0
"fale uma musica ruim do 21 pilots, e morra fdp",1
"o crystal palace se juntou ao burnley e ao west ham united na tentativa de contratar o defensor gary cahill, de 33 anos, que está livre após deixar o chelsea. (daily mail) https://t.co/tmgwsncdby",0
rt @user sco pa tu manaa é o crlh porra  https://t.co/34gy0afnk6,1
"@user  mano sem explicação pra pessoa maravilhosa que você é, tenho um carinho muito grande por ti, obgdo por tudo que você fez por mim e pelos seus conselhos que eu nunca seguia também kkkk, mano eu só sei te um coisa, eu te amo pra caralho chata",1
minha mãe falando pra carai e eu,1
@user só não encontram o queiroz,0
"davi alcolumbre - para abrir um processo de impeachment a dias toffoli: impeachment do ministro dias toffoli, presidente do stf - sign: https://t.co/8mqglsjmg1",0
rt @user bixo 茅 ruim kkkkk https://t.co/mogrskix1s,0
eterno presidente bolsonaro. ,0
@user melhores shows pqp,0
saúde e vida longa ao melhor presidente do brasil ,0
caralho to passando mal kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,1
